foreign,foreigncountry_cleaned,shpmtyear,country_name,country_iso3,cleaned_name,cleaned_ID,matching_score,cleaned_name_pred
Shiwon Vina Industries,Vietnam,2019,Vietnam,VNM,Shinwon Vina Industries,6402_VNM,98,Shanghai Xinbang International Trading
Alexon Group,United States,2019,United States,USA,Alexon Group,14531_USA,0,Shanghai Xinbang International Trading
Bueno Technology,Taiwan,2019,Taiwan,TWN,Shenmao Technology,1088_TWN,82,Shenzhen Embest Technology
Icc Oils Fats Fzc,Djibouti,2020,Djibouti,DJI,Icc Oils Fats Fzc,72_DJI,0,Shanghai Xinbang International Trading
Boschman Technologies Asia Pte,Singapore,2020,Singapore,SGP,Boschman Technologies Asia Pte,12326_SGP,0,Shanghai Xinbang International Trading
Vermeer International,Taiwan,2019,Taiwan,TWN,Peebles International,1562_TWN,81,Shanghai Xinbang International Trading
Hoang Khoi Trading Investment,Vietnam,2019,Vietnam,VNM,Hoang Khoi Trading Investment,4218_VNM,0,Shanghai Xinbang International Trading
Shanghai Kanger Material,China,2020,China,CHN,Shanghai Chuangfa Material,23857_CHN,84,Shanghai Xinbang International Trading
Ningbo Kadeer Electrical Appliance L,China,2019,China,CHN,Ningbo Boyue Electrical Appliance Lt,13745_CHN,86,Shanghai Xinbang International Trading
Talbots Distributon,United States,2020,United States,USA,Talbots Distribution Centre,1844_USA,83,Shanghai Xinbang International Trading
Venis S A,Spain,2019,Spain,ESP,Venso S A,1683_ESP,89,Shanghai Xinbang International Trading
Vf Brands Malaysia Sdn Bhd,Malaysia,2019,Malaysia,MYS,Vf Brands Malaysia Sdn Bhd,2532_MYS,100,Shanghai Xinbang International Trading
"Kapos Textiles Co., Ltd.",China,2019,China,CHN,"Kapos Textiles Co, Ltd",9657_CHN,0,Shanghai Xinbang International Trading
Lord Lama,United Kingdom,2020,United Kingdom,GBR,Lord Lama,570_GBR,0,Shanghai Xinbang International Trading
Brooklands International Frt Svcs,United Kingdom,2019,United Kingdom,GBR,Brooklands International Frt Svcs,7168_GBR,0,Shanghai Xinbang International Trading
Green Corporation,Japan,2020,Japan,JPN,Freund Corporation,8457_JPN,86,Shanghai Xinbang International Trading
Ipm Operation Maintenance Kwinana (Pty),Australia,2020,Australia,AUS,Ipm Operation Maintenance Kwinana (Pty),5519_AUS,0,Shanghai Xinbang International Trading
Attn Lina Kamar Avtrade Global Headquarters,United Kingdom,2019,United Kingdom,GBR,Attn Lina Kamar Avtrade Global Headquarters,2215_GBR,0,Shanghai Xinbang International Trading
Indonesia Gedung Menara Era 1402,Indonesia,2019,Indonesia,IDN,Indonesia Gedung Menara Era 1402,17_IDN,0,Shanghai Xinbang International Trading
Denso International Asia Pte,Thailand,2020,Thailand,THA,Denso International Asia,1219_THA,92,Shanghai Xinbang International Trading
Weg Singapore Pte,Singapore,2019,Singapore,SGP,Walter Ag Singapore Pte,7074_SGP,85,Shanghai Xinbang International Trading
Zhongshan Baobaohao Children Products,China,2019,China,CHN,Zhongshan Kingmoon Children Products,46105_CHN,82,Shanghai Xinbang International Trading
White Stripe Food (Pty) ) Ltd. Unit 9 14,Australia,2019,Australia,AUS,White Stripe Food (Pty) ) Ltd Unit 9 14,7327_AUS,0,Shanghai Xinbang International Trading
Ningbo Chaobo Trading,China,2020,China,CHN,Ningbo Chaobo Trading,18569_CHN,0,Ningbo Icon International Trading
Naif Care Bv,Netherlands,2020,Netherlands,NLD,Naif Care Bv,3257_NLD,0,Shanghai Xinbang International Trading
Lianyungang Sipu Commercial Trading,China,2019,China,CHN,Lianyungang Sipu Commercial Trading,11845_CHN,0,Shanghai Xinbang International Trading
Jet Team Mfg.,China,2019,China,CHN,Jet Team Mfg,38501_CHN,0,Shanghai Xinbang International Trading
Oqema B V,Netherlands,2020,Netherlands,NLD,Kema B V,504_NLD,82,Shanghai Xinbang International Trading
Us Navy Exchange Dc,Japan,2019,Japan,JPN,Us Navy Exchange Dc,3802_JPN,0,Shanghai Xinbang International Trading
Ig Tech Pte,Singapore,2019,Singapore,SGP,Ig Tech Pte,525_SGP,100,Shanghai Xinbang International Trading
Rfr Comercio E Reciclagem De,United Arab Emirates,2019,United Arab Emirates,ARE,Rfr Comercio E Reciclagem De,3293_ARE,0,Shanghai Xinbang International Trading
Hk Singa Electronic Ltd.,China,2020,China,CHN,Hk Singa Electronic Ltd,33309_CHN,0,Shanghai Xinbang International Trading
Aetrex International,United States,2020,United States,USA,Tradex International,830_USA,85,Shanghai Xinbang International Trading
Fuqing Linkageimport Exp.,China,2019,China,CHN,Fuqing Linkage Imp Exp,15080_CHN,87,Shanghai Xinbang International Trading
Shanghai Xinjiu Chemical,China,2019,China,CHN,Shanghai Dingtai Chemical,1022_CHN,86,Shanghai Xinbang International Trading
Dow Agrosciences Thailand Ltd.,Thailand,2019,Thailand,THA,Dow Agrosciences Thailand Ltd,37_THA,100,Shanghai Xinbang International Trading
Labrador,Thailand,2019,Thailand,THA,Labrador,7062_THA,0,Shanghai Xinbang International Trading
Prisma Groupe,Cote d'Ivoire,2020,Cote d'Ivoire,CIV,Prisma Groupe,100_CIV,0,Shanghai Xinbang International Trading
Iconic Advantage International Ceres Footwear,Philippines,2019,Philippines,PHL,Iconic Advantage International Ceres Footwear,1502_PHL,0,Shanghai Xinbang International Trading
Kida Foodtrading Pte,Singapore,2020,Singapore,SGP,Kida Food Trading Pte,132_SGP,93,Shanghai Xinbang International Trading
We Link,Vietnam,2019,Vietnam,VNM,We Link,3070_VNM,0,Shanghai Xinbang International Trading
Wako Pallet,Japan,2019,Japan,JPN,Wako Pallet,4074_JPN,100,Shanghai Xinbang International Trading
Formula Intertrade,Thailand,2020,Thailand,THA,Wora Intertrade,261_THA,85,Shanghai Xinbang International Trading
Toyota Tsusho America,United States,2020,United States,USA,Toyota Tsusho America,6168_USA,0,Shanghai Xinbang International Trading
Innolux Footwear Vietnam,Vietnam,2019,Vietnam,VNM,Innolux Footwear Vietnam,2249_VNM,0,Shanghai Xinbang International Trading
Pacific Dynasty Seafood,United States,2019,United States,USA,Pacific Dynasty Seafood,14453_USA,0,Shanghai Xinbang International Trading
Chs,United States,2020,United States,USA,Chs,17904_USA,0,Shanghai Xinbang International Trading
Partech Electronic Ltd.,United Kingdom,2019,United Kingdom,GBR,Partech Electronic Ltd,5622_GBR,0,Shanghai Xinbang International Trading
Bcfoods Gansu,China,2020,China,CHN,Bcfoods Gansu,46276_CHN,0,Shanghai Xinbang International Trading
"Tuan Phat T A T Co., Ltd.",Vietnam,2020,Vietnam,VNM,"Tuan Phat T A T Co, Ltd",2135_VNM,0,Shanghai Xinbang International Trading
Riseinnventia Ab,Sweden,2019,Sweden,SWE,Riseinnventia Ab,105_SWE,100,Shanghai Xinbang International Trading
Daikin Air Conditioning Vietnam Joint,Vietnam,2019,Vietnam,VNM,Daikin Air Conditioning Vietnam Jsc,5464_VNM,92,Shanghai Xinbang International Trading
Ecomics41,Japan,2019,Japan,JPN,Ecomics41,10055_JPN,0,Shanghai Xinbang International Trading
Zeyad Mohammed Nemer Husein,Jordan,2020,Jordan,JOR,Zeyad Mohammed Nemer Husein,116_JOR,100,Shanghai Xinbang International Trading
Vinatex Danang J S,Vietnam,2019,Vietnam,VNM,Vinatex Danang,4048_VNM,88,Shanghai Xinbang International Trading
Molychem,India,2019,India,IND,Molychem,2692_IND,0,Shanghai Xinbang International Trading
Uma Racing Sdn Bhd,Malaysia,2019,Malaysia,MYS,Zk Racing Sdn Bhd,5587_MYS,86,Shanghai Xinbang International Trading
Qingdao Pntek Machinery,China,2020,China,CHN,Qingdao Huana Machinery,5610_CHN,83,Shanghai Xinbang International Trading
Ningbo Plastic Industry Trade,China,2019,China,CHN,Ningbo Plastic Industry Trade,3169_CHN,0,Shanghai Xinbang International Trading
Idrobenne Srl,Italy,2019,Italy,ITA,Idrobenne Srl,6160_ITA,100,Shanghai Xinbang International Trading
Sumolcompal,Portugal,2020,Portugal,PRT,Sumolcompal,229_PRT,0,Shanghai Xinbang International Trading
Andritz S A S,France,2020,France,FRA,Andritz S A S,4267_FRA,0,Shanghai Xinbang International Trading
Dyncorp Internationa Llc,United States,2020,United States,USA,Zafco International Llc,444_USA,81,Shanghai Xinbang International Trading
Wistron Hk,Hong Kong,2019,Hong Kong,HKG,Wistron Hk,6757_HKG,0,Shanghai Xinbang International Trading
Label Tex,Hong Kong,2019,Hong Kong,HKG,Label Tex,9195_HKG,0,Shanghai Xinbang International Trading
Koh Young Se Asia Pte,Singapore,2020,Singapore,SGP,Koh Young Se Asia Pte,14488_SGP,0,Shanghai Xinbang International Trading
Paramount Bed Vietnam,Vietnam,2020,Vietnam,VNM,Paramount Bed Vietnam,503_VNM,0,Shanghai Xinbang International Trading
Beyong Clothing Ltd.,China,2020,China,CHN,Beyond Clothing Ltd,396_CHN,95,Shanghai Xinbang International Trading
Tidyco Ltd.,United Kingdom,2020,United Kingdom,GBR,Tidyco Ltd,4608_GBR,0,Shanghai Xinbang International Trading
Kaiping Upper Universe Textile,China,2019,China,CHN,Kaiping Upper Universe Textile,19660_CHN,0,Shanghai Xinbang International Trading
Showa Denko Materials (Malaysia) Sd,Malaysia,2020,Malaysia,MYS,Showa Denko Materials (Malaysia) Sd,6512_MYS,0,Shanghai Xinbang International Trading
Xiamen Xiangyu Superchain Supply,China,2020,China,CHN,Xiamen Xiangyu Superchain,5466_CHN,88,Shanghai Xinbang International Trading
System Code Srl,Italy,2019,Italy,ITA,System Code Srl,5010_ITA,100,Shanghai Xinbang International Trading
Newtimes Development I,India,2019,India,IND,Newtimes Development India,1233_IND,92,Shanghai Xinbang International Trading
Quincaillerie Rabel Inc.,Canada,2019,Canada,CAN,Quincaillerie Rabel Inc,835_CAN,100,Shanghai Xinbang International Trading
Keytronic Corporation,United States,2020,United States,USA,Siltronic Corporation,2976_USA,86,Shanghai Xinbang International Trading
Dongguan Guangxing Industry,China,2019,China,CHN,Dongguan Xiangya Industry,1047_CHN,81,Shanghai Xinbang International Trading
Yuan Jen Exterprises,Taiwan,2019,Taiwan,TWN,Yuan Jen Exterprises,9676_TWN,0,Shanghai Xinbang International Trading
Signify Singapore Pte,Singapore,2019,Singapore,SGP,Siix Singapore Pte,152_SGP,87,Shanghai Xinbang International Trading
M F L Sa,Switzerland,2020,Switzerland,CHE,M F L Sa,1202_CHE,0,Shanghai Xinbang International Trading
Takealot Online Rf (Pty) Ld,South Africa,2020,South Africa,ZAF,Takealot Online Rf (Pty) Ld,259_ZAF,0,Shanghai Xinbang International Trading
Inarco,India,2019,India,IND,Inparco,6317_IND,92,Shanghai Xinbang International Trading
Tosaf Compounds Ltd.,Israel,2019,Israel,ISR,Tosaf Compounds,364_ISR,88,Shanghai Xinbang International Trading
Heritage Tire,Canada,2020,Canada,CAN,Heritage Tire,603_CAN,0,Shanghai Xinbang International Trading
Fuji Denki Kiki Seigyo K K,Japan,2020,Japan,JPN,Fuji Denki Kiki Seigyo K K,9455_JPN,100,Shanghai Xinbang International Trading
West River Automation Equipment,Taiwan,2020,Taiwan,TWN,West River Automation Equipment,5897_TWN,0,Shanghai Xinbang International Trading
Foshan Nanhai Hopeful Rubber Mfg,China,2020,China,CHN,Foshan Nanhai Hopeful Rubber Mfg,57304_CHN,0,Shanghai Xinbang International Trading
Nakashima Philippines Corporation Ob Of,Philippines,2019,Philippines,PHL,Nakashima Philippines Corporation Ob Of,2821_PHL,0,Shanghai Xinbang International Trading
Tci,Taiwan,2019,Taiwan,TWN,Tci,2615_TWN,0,Shanghai Xinbang International Trading
Supermicro Computer B V,Netherlands,2020,Netherlands,NLD,Supermicro Computer Bv,3078_NLD,93,Shanghai Xinbang International Trading
Mcl Electronic Materials Dimerco Express S,China,2019,China,CHN,Mcl Electronic Materials Dimerco Express S,39388_CHN,0,Shanghai Xinbang International Trading
Oasis International,India,2019,India,IND,Asian International,58_IND,84,Shanghai Xinbang International Trading
Aisin Asia Pte,China,2020,China,CHN,Aisin Asia Pte,29316_CHN,100,Shanghai Xinbang International Trading
King Tony Tools,Taiwan,2019,Taiwan,TWN,King Tony Tools,5400_TWN,100,Shanghai Xinbang International Trading
Aisin Automotive Castings Tn,United States,2019,United States,USA,Aisin Automotive Casting Llc,4281_USA,89,Shanghai Xinbang International Trading
Chin Leong Construction Systems Pte,Singapore,2020,Singapore,SGP,Chin Leong Construction Systems Pte,7773_SGP,100,Shanghai Xinbang International Trading
Pinghu Pulisen Sanitary Ware,China,2020,China,CHN,Pinghu Best Sanitary Ware,48277_CHN,83,Shanghai Xinbang International Trading
Zhangjiagang Junfeng Glass Product,China,2020,China,CHN,Zhangjiagang Guangfeng Glass,12204_CHN,81,Shanghai Xinbang International Trading
Shanxi Bright Kaolin Technology Corp Ltd.,China,2019,China,CHN,Shanxi Bright Kaolin Technology Corp,14031_CHN,95,Shanghai Xinbang International Trading
Laiwu Gold Harvest Trading Corporation,China,2020,China,CHN,Laiwu Gold Harvest Trading Corporation,27943_CHN,0,Shanghai Xinbang International Trading
Rubycon Singapore Pte,India,2020,India,IND,Rubycon Singapore Pte,11274_IND,0,Shanghai Xinbang International Trading
Yingling Aviation,United States,2020,United States,USA,Yingling Aviation,19194_USA,100,Shanghai Xinbang International Trading
Eastern Maple,Canada,2019,Canada,CAN,Eastern Maple,623_CAN,0,Shanghai Xinbang International Trading
Dmhermes Trade S R O,Czech Republic,2019,Czech Republic,CZE,Dmhermes Trade S R O,133_CZE,100,Shanghai Mao Ju International Trade
Hantang Electronic,China,2020,China,CHN,Hantang Electronic,26551_CHN,0,Shanghai Xinbang International Trading
Pottery Barnexpedited,United States,2019,United States,USA,Pottery Barnexpedited,14451_USA,0,Shanghai Xinbang International Trading
Mine Design Technologies,Australia,2019,Australia,AUS,Mine Design Technologies Australia,7273_AUS,83,Shanghai Xinbang International Trading
Nippon Ceramic,Japan,2020,Japan,JPN,Nippon Ceramic,7470_JPN,100,Shanghai Xinbang International Trading
Maj Oil Ith Ihr San Tic Sti,Turkey,2019,Turkey,TUR,Maj Oil Ith Ihr San Tic Sti,1129_TUR,0,Shanghai Xinbang International Trading
Lijin Luway Trade,China,2020,China,CHN,Lijin Luway Trade,15106_CHN,100,Shanghai Xinbang International Trading
Contact Energy C Mb Century,New Zealand,2019,New Zealand,NZL,Contact Energy C Mb Century,218_NZL,0,Shanghai Xinbang International Trading
Zymogreen Global,China,2020,China,CHN,Zymogreen Global,45619_CHN,0,Shanghai Xinbang International Trading
Siancity Xiamen,China,2020,China,CHN,Siancity Xiamen,28983_CHN,0,Shanghai Xinbang International Trading
Golden Mold Mfg.,Thailand,2020,Thailand,THA,Golden Mold Mfg,1727_THA,0,Shanghai Xinbang International Trading
Amazon Com Services Llc,United States,2020,United States,USA,Amazon Com Services,67_USA,90,Shanghai Xinbang International Trading
Gravitas Group,Pakistan,2019,Pakistan,PAK,Gravitas Group,160_PAK,0,Shanghai Xinbang International Trading
Aktuna,Turkey,2020,Turkey,TUR,Aktuna,2472_TUR,100,Shanghai Xinbang International Trading
Puma Australia,Australia,2020,Australia,AUS,Kmart Australia,13_AUS,83,Shanghai Xinbang International Trading
Serco Transshipment Services Stella Itl,Hong Kong,2019,Hong Kong,HKG,Serco Transshipment Services Stella Itl,314_HKG,100,Shanghai Xinbang International Trading
Evd Extrait Vegetaux Et Derives,France,2020,France,FRA,Evd Ext Vegetaux Et Derives,4698_FRA,93,Shanghai Xinbang International Trading
Saq Enterprises,Pakistan,2019,Pakistan,PAK,A S Enterprises,40_PAK,87,Shanghai Xinbang International Trading
Milenyum Td Dizayn Mob San Ve Tic Sti,Turkey,2020,Turkey,TUR,Milenyum Td Dizayn Mob San Ve Tic Sti,778_TUR,0,Shanghai Xinbang International Trading
Mieko Fujii,Japan,2020,Japan,JPN,Mieko Fujii,1052_JPN,0,Shanghai Xinbang International Trading
Federico Albarello Srl,Italy,2020,Italy,ITA,Federico Albarello Srl,408_ITA,100,Shanghai Xinbang International Trading
Sonder Usa Inc.,United States,2020,United States,USA,Sonder Usa,7074_USA,83,Shanghai Xinbang International Trading
United Performance Material Corp0 Ration,Taiwan,2019,Taiwan,TWN,United Performance Material Corporation,3793_TWN,94,Shanghai Xinbang International Trading
Wadi Zaytoon Foodstuff Trading Llc,United Arab Emirates,2020,United Arab Emirates,ARE,Wadi Zaytoon Foodstuff Trading Llc,2377_ARE,0,Shanghai Xinbang International Trading
Microlite Industrial,Taiwan,2020,Taiwan,TWN,Microlite Industrial,3830_TWN,100,Shanghai Xinbang International Trading
Sanko Mold Vietnam Lmtd,Vietnam,2020,Vietnam,VNM,Sanko Mold Vietnam,3652_VNM,88,Shanghai Xinbang International Trading
Hon Shin Corp,Taiwan,2019,Taiwan,TWN,Hon Shin Corp,8382_TWN,0,Shanghai Xinbang International Trading
Grandsources Holdings (Pty),Australia,2019,Australia,AUS,Grocery Holdings (Pty),809_AUS,82,Shanghai Xinbang International Trading
Mediterranean Logistic S A,Greece,2019,Greece,GRC,Mediterranean Logistics S A,18_GRC,98,Shanghai Xinbang International Trading
Jazly Perfumes Co.,Kuwait,2020,Kuwait,KWT,Jazly Perfumes Co,506_KWT,0,Shanghai Xinbang International Trading
Slim Price Trading,Kiribati,2019,Kiribati,KIR,Slim Price Trading,27_KIR,0,Shanghai Xinbang International Trading
Electronic Mechanical Calibration Repair Dept,Australia,2019,Australia,AUS,Electronic Mechanical Calibrations,3826_AUS,84,Shanghai Xinbang International Trading
Changzhou Match Well,China,2019,China,CHN,Changzhou Match Well,53405_CHN,100,Shanghai Xinbang International Trading
Arneg Sp A,Italy,2019,Italy,ITA,Arneg Sp A,4643_ITA,0,Shanghai Xinbang International Trading
Cardolite Specialty Chemicals India Llp,India,2020,India,IND,Cardolite Specialty Chemicals India Llp,3980_IND,0,Shanghai Xinbang International Trading
Nakao Metals,Japan,2020,Japan,JPN,Nakao Metals,10279_JPN,0,Shanghai Xinbang International Trading
Transtec Heavy Industries Technology,China,2019,China,CHN,Transtec Heavy Industries Technology,28488_CHN,100,Shanghai Xinbang International Trading
"Bgi Health Hk Co., Ltd.",Hong Kong,2020,Hong Kong,HKG,"Bgi Health Hk Co, Ltd",7596_HKG,0,Shanghai Xinbang International Trading
Guangzhou Fengyi Trading,Hong Kong,2020,Hong Kong,HKG,Guangzhou Peishu Trading,6183_HKG,83,Shanghai Xinbang International Trading
Ruetex Textile Handels Gmb H,Germany,2020,Germany,DEU,Ruetex Textile Handels Gmb H,276_DEU,0,Shanghai Xinbang International Trading
Corp Toronto To170001,Canada,2020,Canada,CAN,Corp Toronto To170001,769_CAN,100,Shanghai Xinbang International Trading
Shandong Yingyang Flavors Fragrances C,China,2019,China,CHN,Shandong Yingyang Flavors Fragrances C,13444_CHN,0,Shanghai Xinbang International Trading
Dc Shoes,United States,2020,United States,USA,Dc Shoes,1355_USA,0,Shanghai Xinbang International Trading
Ct Singapore Spring Pte,Singapore,2019,Singapore,SGP,Ct Singapore Spring Pte,7122_SGP,0,Shanghai Xinbang International Trading
Hsien Ang Industry,Taiwan,2019,Taiwan,TWN,Hsien Ang Industry,4227_TWN,0,Shanghai Xinbang International Trading
Morris Lubricants,United Kingdom,2020,United Kingdom,GBR,Morris Lubricants,4653_GBR,0,Shanghai Xinbang International Trading
Cmh Receiving Highbaychain 991,United States,2019,United States,USA,Cmh Receiving Highbaychain 991,5405_USA,100,Shanghai Xinbang International Trading
